customer_id,first_name,last_name,age,home_state,signup_date,card_type,email,is_churned,churn_month
CUST000759,Ronald,Harrell,27,MD,2023-10-13,Gold,mckayvictoria@example.com,0,
CUST000760,Denise,Martin,43,TN,2024-06-07,Platinum,andrea55@example.com,1,2025-08-01
CUST000761,Francisco,Hernandez,35,AZ,2023-12-15,Gold,chapmanlauren@example.org,0,
CUST000762,Ashley,Davis,58,MI,2022-07-20,Green,igutierrez@example.org,0,
CUST000763,Joel,Taylor,58,IL,2025-01-21,Gold,allenmadison@example.org,0,
CUST000764,Mary,Chapman,34,VA,2025-05-02,Gold,wrogers@example.org,0,
CUST000765,Elizabeth,Davenport,60,CO,2022-01-11,Platinum,phuerta@example.org,1,2025-06-01
CUST000766,Henry,Jones,31,IL,2024-04-26,Gold,schroederkaren@example.com,1,2025-10-01
CUST000767,Rodney,Parker,21,GA,2024-08-02,Platinum,jsanchez@example.org,0,
CUST000768,Mark,Browning,66,IL,2022-07-12,Green,lhebert@example.org,0,
CUST000769,Veronica,Moss,49,FL,2023-09-06,Green,lorityler@example.com,0,
CUST000770,Matthew,Garcia,25,IL,2023-09-26,Green,williamjackson@example.net,0,
CUST000771,Jonathon,Chavez,63,NC,2021-12-13,Gold,rachelsmith@example.org,0,
CUST000772,Craig,Russell,46,NC,2024-08-31,Platinum,victoria53@example.com,0,
CUST000773,Mark,Johnson,21,CA,2024-08-30,Gold,bbarker@example.org,0,
CUST000774,Chad,Daniels,62,TN,2021-08-18,Gold,samantha16@example.net,1,2025-03-01
CUST000775,Johnny,Garcia,43,MN,2024-10-10,Green,chart@example.com,1,2025-03-01
CUST000776,Bridget,Snow,62,WI,2021-01-28,Gold,donaldwebb@example.org,0,
CUST000777,Anthony,Lopez,49,MN,2024-08-27,Green,clarkekrystal@example.org,0,
CUST000778,Marc,Brown,54,CO,2021-05-16,Green,michael56@example.net,0,
CUST000779,Evan,Kim,36,PA,2025-08-29,Green,adamdavis@example.net,0,
CUST000780,Joe,Solomon,21,CA,2023-04-12,Gold,jennifer16@example.org,0,
CUST000781,Adam,Williams,24,TN,2024-09-21,Gold,christopher49@example.com,0,
CUST000782,Kaitlyn,Hansen,22,WA,2025-10-10,Gold,pmontes@example.net,0,
CUST000783,Larry,Harris,32,GA,2023-11-23,Gold,david58@example.net,0,
CUST000784,Jeffrey,Ramirez,31,CA,2024-03-22,Gold,williambarnes@example.net,0,
CUST000785,Bradley,Carter,70,FL,2024-04-12,Platinum,carrillojane@example.com,0,
CUST000786,John,Frost,21,MN,2023-10-19,Gold,sstephens@example.com,0,
CUST000787,Anthony,Scott,56,OH,2025-09-03,Platinum,jessica37@example.com,0,
CUST000788,Spencer,Miller,30,AZ,2024-12-12,Green,jessica33@example.com,0,
CUST000789,Erica,Reid,33,MD,2024-08-15,Gold,nelsonbruce@example.com,0,
CUST000790,Samuel,Franklin,59,MD,2023-02-25,Green,linda35@example.com,1,2025-06-01
CUST000791,Jennifer,Mclaughlin,62,AZ,2023-07-12,Green,tonywood@example.com,1,2025-04-01
CUST000792,Bradley,Anderson,60,PA,2026-01-26,Platinum,melinda74@example.com,0,
CUST000793,Eric,Davidson,53,MI,2021-08-17,Green,michaelbrown@example.net,0,
CUST000794,Martin,Christian,25,MI,2025-10-23,Green,simmonsjames@example.com,0,
CUST000795,Daniel,Nelson,61,CA,2023-10-01,Gold,qcarney@example.org,1,2025-03-01
CUST000796,Jacob,Casey,67,CO,2023-01-17,Platinum,daniel55@example.org,0,
CUST000797,Claudia,Lopez,66,TN,2024-10-08,Gold,rileyashley@example.org,0,
CUST000798,James,Wyatt,21,WA,2022-06-16,Platinum,jesuswillis@example.net,1,2025-07-01
CUST000799,David,Duncan,48,MA,2025-12-26,Platinum,hicksdavid@example.org,0,
CUST000800,Victoria,Herman,26,MA,2023-05-04,Gold,barreradarren@example.com,0,
CUST000801,Melissa,Sanchez,32,GA,2022-02-19,Green,nicholasjohnson@example.net,1,2025-10-01
CUST000802,Joseph,Parsons,27,NC,2025-07-22,Green,amcdonald@example.org,0,
CUST000803,Steven,George,35,CA,2024-09-03,Green,kimberlywilkinson@example.net,0,
CUST000804,Ernest,Blanchard,28,NJ,2026-06-07,Gold,katherine71@example.com,1,2025-10-01
CUST000805,Jason,Smith,68,NC,2023-06-19,Platinum,steinivan@example.org,0,
CUST000806,William,Roberts,66,CA,2023-04-16,Green,zachary21@example.net,0,
CUST000807,Daniel,Roberts,38,TN,2023-11-11,Platinum,jeffreyhughes@example.com,1,2025-10-01
CUST000808,Anita,Hill,64,AZ,2024-04-21,Gold,montgomeryjennifer@example.org,0,
CUST000809,Tracey,May,64,MD,2022-11-21,Gold,markkirk@example.com,0,
CUST000810,Andrew,Villanueva,37,MI,2021-08-30,Green,richardmartin@example.net,0,
CUST000811,Amanda,Ward,62,OH,2021-11-18,Green,jesse72@example.com,0,
CUST000812,Brian,Bennett,26,MD,2025-08-01,Gold,faith07@example.net,1,2025-02-01
CUST000813,James,Thompson,21,PA,2023-07-12,Gold,heathergreen@example.net,0,
CUST000814,Jacqueline,Townsend,37,GA,2023-09-15,Green,kelly82@example.net,0,
CUST000815,Christina,Taylor,68,OH,2023-08-06,Green,kevin38@example.net,0,
CUST000816,Shelby,Bass,31,NJ,2025-06-02,Green,upaul@example.net,0,
CUST000817,Melissa,Snyder,33,WA,2021-06-14,Platinum,lynndelgado@example.org,0,
CUST000818,Colleen,Vargas,42,MN,2021-03-07,Platinum,josephsingleton@example.org,0,
CUST000819,Stefanie,Johnson,36,WA,2026-02-16,Platinum,scottgreer@example.net,0,
CUST000820,John,White,61,TN,2023-06-02,Platinum,rachel59@example.org,0,
CUST000821,Nathan,Browning,51,CO,2021-06-26,Gold,weberdavid@example.org,0,
CUST000822,Emily,Turner,54,NY,2024-11-25,Platinum,bergveronica@example.com,1,2025-05-01
CUST000823,Tara,Tran,22,AZ,2024-04-23,Green,cochranjessica@example.org,0,
CUST000824,Stacy,Stanley,67,GA,2022-07-17,Gold,jsalazar@example.com,0,
CUST000825,Steven,Hartman,57,MI,2024-11-21,Green,ogallegos@example.com,0,
CUST000826,Stephanie,Dixon,34,WA,2022-04-27,Green,heatherfoster@example.org,0,
CUST000827,Scott,Gibbs,60,WI,2021-04-07,Platinum,ghicks@example.com,0,
CUST000828,Karen,Mcgee,25,WI,2020-11-08,Green,richard25@example.com,0,
CUST000829,Diane,Sullivan,31,IL,2025-02-01,Platinum,ronaldlopez@example.net,0,
CUST000830,Stacey,Valdez,23,NY,2021-12-14,Gold,michaelburnett@example.org,1,2025-05-01
CUST000831,Michael,Martinez,28,FL,2022-04-11,Green,nicholas93@example.com,0,
CUST000832,Aaron,Lindsey,60,PA,2023-04-27,Green,laura28@example.net,0,
CUST000833,Connie,Martinez,43,IL,2024-04-20,Green,kellyroy@example.net,0,
CUST000834,Stuart,Davenport,65,NY,2023-04-22,Gold,glopez@example.org,0,
CUST000835,William,Hernandez,22,CA,2023-03-02,Platinum,dawnhamilton@example.com,0,
CUST000836,Isaac,Ray,29,CA,2021-08-03,Green,evanwillis@example.org,0,
CUST000837,William,Copeland,65,TX,2023-05-02,Gold,bairdmonica@example.com,0,
CUST000838,Katrina,Hudson,68,CA,2020-12-03,Platinum,xrobinson@example.com,0,
CUST000839,Brooke,Ayers,25,WI,2024-06-23,Green,deborahwatson@example.com,0,
CUST000840,Tina,Moore,69,VA,2025-07-14,Platinum,eric81@example.org,0,
CUST000841,Monica,Williams,33,TN,2025-09-23,Platinum,jamiescott@example.org,0,
CUST000842,Ian,Smith,63,TX,2022-04-09,Gold,pwalker@example.net,0,
CUST000843,Karen,Boyer,69,WA,2023-03-06,Gold,murphydaniel@example.net,0,
CUST000844,Andrew,Perez,27,GA,2023-08-21,Green,benjamin66@example.net,0,
CUST000845,Philip,Edwards,34,OH,2026-04-12,Gold,montgomerylindsey@example.net,1,2025-04-01
CUST000846,Samuel,Mack,28,CA,2023-05-04,Gold,ahill@example.com,0,
CUST000847,Brandon,Lewis,23,TX,2021-12-17,Green,wandaromero@example.org,1,2025-10-01
CUST000848,Miguel,Gilmore,69,MI,2021-03-04,Green,smithcourtney@example.net,0,
CUST000849,James,Meyers,51,FL,2021-08-22,Green,ryan32@example.net,0,
CUST000850,Aaron,Phillips,29,FL,2023-01-20,Green,ualexander@example.net,0,
CUST000851,Matthew,Anderson,69,OH,2024-04-11,Green,mitchellkrystal@example.com,0,
CUST000852,Haley,Martin,39,NJ,2025-06-19,Platinum,simoncarlos@example.com,0,
CUST000853,Jennifer,Wood,42,AZ,2020-11-05,Gold,christinafields@example.net,0,
CUST000854,David,Mills,37,NY,2023-03-09,Gold,tony76@example.org,0,
CUST000855,Jeremy,Novak,43,NC,2023-04-22,Green,timothy66@example.net,0,
CUST000856,Joshua,Rodriguez,39,CA,2025-03-23,Green,pearsonjose@example.org,0,
CUST000857,Peter,Lynch,66,VA,2021-08-13,Gold,elijah82@example.com,0,
CUST000858,Joshua,Massey,41,MN,2021-08-02,Gold,hoffmanrobert@example.org,0,
CUST000859,Elizabeth,Clarke,53,CO,2024-05-18,Green,epage@example.org,0,
CUST000860,Daniel,Turner,39,MN,2026-03-28,Green,cochranmichael@example.com,0,
CUST000861,Anthony,Gordon,68,NY,2021-03-24,Gold,briggsangela@example.net,0,
CUST000862,Derrick,Nicholson,47,NY,2023-10-20,Platinum,lalexander@example.org,0,
CUST000863,Tamara,Elliott,48,MD,2022-07-28,Green,danielsdiana@example.com,0,
CUST000864,Michelle,Garcia,70,FL,2024-04-12,Green,armstrongjason@example.net,0,
CUST000865,Erica,Roberts,43,CO,2025-11-13,Gold,dsmith@example.net,0,
CUST000866,Andrea,Little,66,CA,2022-08-24,Green,daviszachary@example.com,0,
CUST000867,Danny,Hicks,55,WI,2022-01-25,Gold,jennifer53@example.com,1,2025-07-01
CUST000868,William,Larson,34,TX,2026-03-06,Platinum,veronicaharding@example.com,1,2025-03-01
CUST000869,Melissa,Solis,57,MI,2026-05-15,Green,whitneyholland@example.net,0,
CUST000870,Jonathan,Warner,31,AZ,2020-10-14,Gold,jonathon93@example.com,1,2025-08-01
CUST000871,Jennifer,Davis,21,MD,2023-06-21,Green,lopezdawn@example.net,0,
CUST000872,Bradley,Lee,33,MI,2024-10-25,Gold,bmyers@example.org,1,2025-04-01
CUST000873,Heather,Yang,69,CA,2022-12-10,Platinum,richard96@example.net,1,2025-06-01
CUST000874,Peter,Thomas,21,VA,2023-01-26,Gold,victoria70@example.org,0,
CUST000875,Julia,Espinoza,52,FL,2022-02-20,Green,marthasuarez@example.com,0,
CUST000876,Stephen,Cook,52,PA,2026-01-17,Green,tonya28@example.net,0,
CUST000877,Christopher,Mcclain,52,WI,2021-10-03,Gold,timothyhancock@example.net,0,
CUST000878,Jennifer,Walker,43,MD,2021-08-16,Platinum,tara44@example.org,0,
CUST000879,Ralph,Smith,37,WI,2022-04-20,Gold,drobinson@example.org,1,2025-04-01
CUST000880,Crystal,Hartman,31,MI,2023-05-04,Gold,hornejeremy@example.com,0,
CUST000881,Brittney,Murray,34,GA,2022-02-19,Platinum,gperkins@example.org,0,
CUST000882,Justin,Cordova,52,PA,2022-03-04,Green,audrey01@example.net,0,
CUST000883,Jennifer,Pacheco,28,TX,2020-10-27,Platinum,zpierce@example.org,0,
CUST000884,Steven,Reed,52,TN,2026-01-24,Gold,jameserickson@example.net,0,
CUST000885,Elizabeth,Rogers,27,NJ,2025-05-30,Green,zweeks@example.com,0,
CUST000886,Mark,Reilly,43,FL,2024-02-04,Gold,william05@example.com,1,2025-05-01
CUST000887,Sarah,Brewer,46,WA,2024-12-06,Green,sharon87@example.com,0,
CUST000888,Katherine,Stewart,68,TX,2023-06-19,Green,barkergregory@example.org,0,
CUST000889,Gabriela,Stafford,48,NY,2022-03-08,Green,jasonclark@example.net,0,
CUST000890,Stacy,Barajas,44,OH,2022-09-13,Gold,colson@example.net,0,
CUST000891,Lisa,Brown,40,NC,2025-09-19,Green,cjones@example.org,0,
CUST000892,Timothy,Jenkins,48,TN,2020-10-20,Gold,gutierrezmelissa@example.org,1,2025-06-01
CUST000893,John,Torres,53,PA,2024-03-18,Green,dperry@example.net,0,
CUST000894,Albert,Johnson,45,GA,2025-12-26,Gold,vharris@example.org,0,
CUST000895,Megan,Castaneda,50,IL,2020-11-08,Green,xwolfe@example.org,0,
CUST000896,Betty,Smith,55,MN,2024-03-17,Gold,afuller@example.net,1,2025-03-01
CUST000897,Victor,Rose,69,MN,2026-06-12,Platinum,vasquezrichard@example.org,0,
CUST000898,Ryan,Wagner,62,CA,2023-09-07,Green,wilsoncarol@example.com,1,2025-04-01
CUST000899,Natalie,Ortega,43,WI,2020-12-20,Green,elizabeth07@example.org,1,2025-06-01
CUST000900,Taylor,Garcia,41,MD,2022-10-20,Gold,riveraamy@example.net,0,
CUST000901,Paige,Lloyd,30,MA,2023-02-03,Gold,jordannicole@example.net,0,
CUST000902,Tanya,Hanson,63,TN,2025-01-20,Green,itorres@example.org,0,
CUST000903,Stacey,Smith,68,NJ,2024-12-03,Gold,jenna03@example.org,0,
CUST000904,Fred,Baker,31,MA,2026-02-26,Platinum,vhood@example.net,0,
CUST000905,Tiffany,Carrillo,49,NC,2025-01-01,Gold,stephaniemaxwell@example.org,0,
CUST000906,Zachary,Cruz,58,GA,2022-03-06,Green,eric72@example.net,1,2025-02-01
CUST000907,Keith,Wood,29,NJ,2026-06-19,Platinum,laura01@example.org,1,2025-11-01
CUST000908,Aaron,Houston,50,GA,2025-09-21,Gold,nguyencharles@example.com,0,
CUST000909,Kevin,Haynes,53,OH,2021-07-01,Green,castanedastephen@example.org,0,
CUST000910,Mary,Martinez,38,MI,2023-08-14,Green,lisaperez@example.org,0,
CUST000911,Roberta,Green,69,MN,2021-01-07,Gold,kendraschultz@example.com,1,2025-10-01
CUST000912,David,Lopez,30,IL,2026-07-24,Gold,rcohen@example.net,0,
CUST000913,Linda,Jacobs,36,NJ,2023-05-20,Platinum,derekvillarreal@example.org,0,
CUST000914,Heidi,Nunez,59,MD,2022-02-23,Gold,harriskevin@example.org,0,
CUST000915,Corey,Campbell,43,PA,2022-07-14,Green,idrake@example.org,1,2025-04-01
CUST000916,Christopher,Morales,36,NJ,2023-05-09,Green,evanjones@example.org,0,
CUST000917,Elizabeth,Miller,33,NC,2021-03-30,Gold,shawnbrown@example.com,0,
CUST000918,Darryl,Sanders,67,FL,2024-06-13,Gold,johnkramer@example.net,0,
CUST000919,Shawn,Cox,31,FL,2022-10-10,Green,nancyjones@example.com,0,
CUST000920,Jocelyn,Lewis,33,WA,2022-05-22,Platinum,sean37@example.com,0,
CUST000921,Sandra,Ayers,30,IL,2022-12-22,Green,cbrown@example.com,0,
CUST000922,Jonathan,Garcia,40,MI,2022-03-26,Green,williamlee@example.org,0,
CUST000923,Patrick,Franco,48,NC,2023-08-01,Gold,nicholas18@example.net,0,
CUST000924,Christopher,Long,33,FL,2025-01-12,Green,kylerobertson@example.com,0,
CUST000925,Maria,Roberts,61,FL,2022-08-22,Green,nsalazar@example.org,0,
CUST000926,Jonathan,Mason,38,OH,2021-09-25,Gold,gutierrezvicki@example.org,0,
CUST000927,Amanda,Crawford,45,MA,2022-05-05,Gold,ronaldsmith@example.com,0,
CUST000928,Heidi,Fleming,23,NY,2025-01-24,Green,davistiffany@example.org,1,2025-10-01
CUST000929,James,Watson,46,AZ,2022-07-22,Green,xschultz@example.com,0,
CUST000930,Casey,Stone,65,GA,2021-05-04,Gold,awolf@example.net,0,
CUST000931,Robert,Jackson,53,MI,2022-10-20,Green,yrivera@example.com,0,
CUST000932,Jessica,Johnson,50,NY,2026-09-09,Green,nhart@example.net,1,2025-07-01
CUST000933,Erik,Reed,30,NC,2021-01-06,Green,smalljoel@example.com,0,
CUST000934,Amanda,Patel,59,WA,2023-05-06,Gold,dennisgerald@example.org,0,
CUST000935,Omar,Ellison,21,GA,2024-10-29,Green,michael28@example.com,0,
CUST000936,Jeffrey,Williams,48,WI,2024-08-14,Green,vnguyen@example.com,0,
CUST000937,Joshua,Griffin,58,AZ,2024-06-12,Gold,josephmcdonald@example.org,0,
CUST000938,Shawn,Baldwin,35,WI,2025-08-03,Gold,katherine29@example.net,1,2025-09-01
CUST000939,Philip,Hoffman,35,PA,2024-08-14,Green,kevincox@example.com,0,
CUST000940,Danielle,Garcia,62,FL,2023-11-21,Green,patrick95@example.org,0,
CUST000941,Hannah,Jordan,50,AZ,2020-10-01,Gold,kevin39@example.net,0,
CUST000942,Jared,Schultz,41,NC,2022-01-06,Platinum,sberry@example.com,0,
CUST000943,Michelle,Johnston,61,FL,2021-03-11,Green,lawrenceheather@example.net,0,
CUST000944,Leslie,Clark,47,GA,2025-04-24,Gold,tracyjohnson@example.org,0,
CUST000945,Kimberly,Neal,46,PA,2022-08-26,Green,elizabeth27@example.net,1,2025-11-01
CUST000946,Meghan,Mitchell,37,AZ,2024-06-09,Gold,uharper@example.org,0,
CUST000947,Raymond,Johnson,51,MA,2026-08-15,Gold,michael39@example.org,0,
CUST000948,Jessica,Wilson,22,MN,2021-09-24,Green,tabithaturner@example.net,0,
CUST000949,Dawn,Gibson,47,MD,2023-03-05,Gold,kathy85@example.com,0,
CUST000950,Teresa,Chandler,64,PA,2024-08-23,Gold,markmorris@example.org,1,2025-03-01
CUST000951,Jose,Peterson,62,NJ,2025-06-24,Green,julian84@example.org,0,
CUST000952,Darryl,Richardson,70,NY,2021-12-19,Green,romeroronald@example.org,0,
CUST000953,Sean,Torres,45,CO,2024-03-01,Platinum,coopersamantha@example.com,0,
CUST000954,Thomas,Rivera,27,CA,2024-01-24,Platinum,johnscott@example.net,0,
CUST000955,Sara,Eaton,37,TN,2021-04-15,Gold,gonzalezalexandra@example.org,0,
CUST000956,Mary,Bell,34,PA,2023-11-28,Gold,dbrooks@example.org,0,
CUST000957,Jerry,Holmes,66,OH,2024-09-07,Green,tlopez@example.com,0,
CUST000958,Joshua,Wilson,54,VA,2020-12-10,Green,williambarron@example.net,0,
CUST000959,Cindy,Callahan,27,WI,2021-04-10,Platinum,kevinaguilar@example.com,0,
CUST000960,Sarah,Morgan,50,TN,2023-07-08,Green,xclark@example.com,0,
CUST000961,Travis,Freeman,34,CO,2020-10-24,Platinum,amypugh@example.org,1,2025-09-01
CUST000962,Steven,Burch,53,NY,2024-10-29,Platinum,carolyngarcia@example.org,0,
CUST000963,Kristen,Cummings,61,VA,2021-04-23,Gold,michael16@example.org,0,
CUST000964,Bradley,Mahoney,54,NJ,2025-03-13,Green,dshaffer@example.com,0,
CUST000965,Matthew,Briggs,47,MA,2022-04-25,Green,lopezgregory@example.org,0,
CUST000966,Erica,Coleman,34,PA,2025-11-06,Green,fryechristopher@example.net,1,2025-10-01
CUST000967,Bradley,Martinez,46,MD,2025-10-08,Gold,mgonzales@example.net,0,
CUST000968,Joshua,Johnson,69,FL,2025-08-01,Green,allison42@example.com,0,
CUST000969,Jodi,Clark,67,MN,2026-08-30,Platinum,anthonyfields@example.net,0,
CUST000970,David,Gutierrez,43,CA,2024-03-11,Green,grahamheidi@example.net,1,2025-04-01
CUST000971,Dan,Mckay,37,NC,2026-09-06,Platinum,sullivanderek@example.com,0,
CUST000972,Kimberly,Powell,45,WA,2021-09-29,Platinum,wesleyvelazquez@example.com,0,
CUST000973,John,Stevens,24,NY,2022-04-17,Gold,ashley88@example.net,1,2025-02-01
CUST000974,April,Taylor,25,AZ,2021-10-17,Green,murphylawrence@example.org,0,
CUST000975,Howard,Davis,47,VA,2020-12-23,Green,qwashington@example.net,1,2025-11-01
CUST000976,Jason,Russell,58,NC,2025-12-12,Green,douglasmaldonado@example.com,0,
CUST000977,Gary,Cooper,27,GA,2025-05-07,Green,lindaspence@example.org,0,
CUST000978,Scott,Wilson,40,WA,2025-01-31,Gold,deborah89@example.net,0,
CUST000979,Gabriella,Williams,54,GA,2021-08-01,Gold,brianna79@example.com,0,
CUST000980,David,Simmons,46,MA,2024-02-17,Gold,pjones@example.net,0,
CUST000981,Zachary,Hernandez,34,PA,2023-10-23,Green,nathan91@example.com,1,2025-07-01
CUST000982,Jennifer,Foster,29,TX,2020-10-18,Green,hthompson@example.com,1,2025-10-01
CUST000983,Annette,Hernandez,61,OH,2020-11-30,Platinum,crosbyjustin@example.com,1,2025-06-01
CUST000984,Renee,Kerr,51,TN,2024-09-25,Platinum,maryallen@example.com,0,
CUST000985,Nancy,Leach,67,GA,2025-08-24,Green,ohughes@example.org,0,
CUST000986,Michelle,Hodge,30,VA,2025-06-25,Gold,baileylisa@example.net,0,
CUST000987,Stephen,Thomas,63,AZ,2024-12-25,Gold,colemanjason@example.net,0,
CUST000988,Elizabeth,Wells,50,MI,2025-07-19,Green,corychapman@example.com,1,2025-05-01
CUST000989,Wesley,Robbins,69,TN,2023-02-23,Gold,matthewsscott@example.org,1,2025-03-01
CUST000990,Mark,Gonzales,62,IL,2024-02-18,Green,jessicaholmes@example.net,0,
CUST000991,Mark,Obrien,70,CO,2026-05-28,Green,kingsharon@example.org,0,
CUST000992,Matthew,Johnson,43,GA,2024-07-10,Platinum,morrisjamie@example.com,0,
CUST000993,Eduardo,Baird,38,WA,2023-11-28,Gold,jonathan94@example.com,0,
CUST000994,Eric,Green,64,NC,2025-05-22,Green,mlewis@example.org,0,
CUST000995,Scott,Walter,48,PA,2024-03-21,Gold,glenn46@example.com,1,2025-10-01
CUST000996,Eric,Diaz,51,NY,2026-07-30,Green,colemansamantha@example.com,1,2025-09-01
CUST000997,Sabrina,Cook,67,NC,2021-10-02,Platinum,patricknelson@example.org,0,
CUST000998,Robin,Lutz,43,GA,2021-06-19,Gold,mhunt@example.org,0,
CUST000999,Dawn,Mercer,62,MI,2021-07-09,Gold,aaron62@example.org,0,
CUST001000,Christopher,Rodriguez,41,CO,2026-06-19,Green,andrea59@example.org,0,
CUST001001,Mallory,Cobb,52,AZ,2026-08-10,Green,wolfenicole@example.net,0,
CUST001002,Ashley,Johnson,60,TX,2024-08-23,Gold,michelle19@example.com,0,
CUST001003,Tracy,Stephens,63,VA,2021-11-07,Green,shawn44@example.org,0,
CUST001004,Kimberly,Patton,30,MI,2023-01-30,Platinum,jenna39@example.net,0,
CUST001005,Mario,Hill,45,CA,2024-12-16,Green,youngkimberly@example.org,0,
CUST001006,Michael,Lopez,26,WI,2024-05-14,Green,rmorgan@example.org,0,
CUST001007,Michelle,Yu,41,IL,2024-06-12,Green,hayden18@example.org,0,
CUST001008,Micheal,Palmer,54,VA,2020-11-17,Gold,angelaacosta@example.net,0,
CUST001009,Bobby,Rivas,61,WI,2023-07-04,Platinum,santosmary@example.org,0,
CUST001010,Kimberly,Anderson,21,NY,2024-04-22,Green,lori18@example.net,0,
CUST001011,Patricia,Banks,34,TX,2021-08-22,Gold,luis27@example.org,0,
CUST001012,Henry,Turner,62,MI,2023-05-14,Green,andreaarnold@example.com,0,
CUST001013,Kristina,Moreno,37,MN,2022-11-30,Platinum,glin@example.net,0,
CUST001014,Courtney,Parrish,27,WI,2024-01-07,Gold,chelsea25@example.com,1,2025-05-01
CUST001015,Andrew,Garcia,30,GA,2025-11-17,Green,janicepope@example.com,1,2025-10-01
CUST001016,Dustin,Juarez,32,MA,2022-08-07,Gold,watsonmatthew@example.org,0,
CUST001017,Stephen,Delgado,43,IL,2026-03-28,Platinum,morganmanuel@example.net,0,
CUST001018,Leonard,Brown,34,WA,2021-04-20,Green,wsutton@example.net,0,
CUST001019,Michael,Hill,55,PA,2024-01-10,Green,owenkevin@example.org,0,
CUST001020,Diane,Jordan,60,MN,2024-11-09,Green,patrickallison@example.net,1,2025-11-01
CUST001021,Henry,Mcintyre,26,TN,2026-03-13,Gold,andersonjohn@example.net,0,
CUST001022,Emily,Davidson,61,MI,2021-07-12,Platinum,ariasbrett@example.org,0,
CUST001023,Karen,Hebert,33,CO,2025-01-12,Platinum,xschmidt@example.org,1,2025-11-01
CUST001024,Allison,Lester,65,OH,2021-08-19,Green,zschmitt@example.com,0,
CUST001025,Mary,Hall,54,TX,2020-09-21,Green,kevin70@example.com,0,
CUST001026,David,Hanson,68,MA,2023-04-24,Gold,annaballard@example.net,1,2025-07-01
CUST001027,Debra,Joseph,63,FL,2022-09-06,Gold,jarnold@example.org,0,
CUST001028,Timothy,Clayton,56,FL,2020-09-30,Green,bwatson@example.net,1,2025-09-01
CUST001029,Ruth,Harrison,37,AZ,2023-08-28,Gold,hudsonmarc@example.com,1,2025-03-01
CUST001030,Deborah,Wallace,35,IL,2024-08-15,Platinum,hcarpenter@example.net,0,
CUST001031,Tom,Allison,51,CO,2023-12-06,Green,margaretjones@example.org,0,
CUST001032,Jennifer,Daniels,56,CA,2023-10-02,Green,susanwalker@example.org,0,
CUST001033,Richard,Mitchell,51,MA,2022-09-28,Platinum,ricekevin@example.net,0,
CUST001034,Peter,Luna,30,CO,2025-06-03,Green,thomasmarshall@example.com,1,2025-10-01
CUST001035,Connor,Valentine,36,CO,2023-02-07,Green,jacob80@example.net,0,
CUST001036,Tracy,Thompson,31,TN,2025-08-04,Green,mike99@example.org,0,
CUST001037,Brandi,Herman,59,NY,2022-09-01,Gold,hharper@example.com,0,
CUST001038,Jennifer,Cabrera,31,NJ,2022-09-04,Green,gregorysheppard@example.net,0,
CUST001039,Michele,Murray,50,WI,2025-10-12,Green,tonya81@example.org,0,
CUST001040,Yolanda,Nichols,52,MI,2022-12-07,Gold,jon01@example.net,0,
CUST001041,Ann,Ward,50,VA,2022-04-11,Gold,qwiley@example.org,0,
CUST001042,Angel,Phillips,48,AZ,2022-10-09,Gold,richardsonbonnie@example.org,0,
CUST001043,Allison,Ellis,64,TX,2024-01-02,Green,charles45@example.org,0,
CUST001044,Christian,Cuevas,32,VA,2021-07-22,Platinum,pcole@example.org,1,2025-10-01
CUST001045,Amanda,Hill,61,NY,2026-04-02,Green,tina74@example.com,1,2025-06-01
CUST001046,Audrey,Fuentes,22,MN,2024-05-29,Green,trevinoangel@example.net,0,
CUST001047,Brian,Yates,23,NJ,2025-11-01,Green,acooper@example.com,0,
CUST001048,Kenneth,Lee,27,MD,2025-10-10,Gold,hollowayamy@example.org,0,
CUST001049,Lindsey,Hensley,51,CO,2022-03-24,Green,jenniferrollins@example.org,0,
CUST001050,Michael,Smith,69,IL,2024-04-15,Green,pbaker@example.net,0,
CUST001051,Shannon,Frederick,23,OH,2021-04-30,Platinum,danielwalker@example.com,0,
CUST001052,Daniel,Graham,66,AZ,2024-03-15,Green,ymichael@example.com,1,2025-09-01
CUST001053,Eric,James,61,IL,2023-07-09,Gold,glopez@example.net,0,
CUST001054,Shawn,Hull,42,FL,2024-06-16,Platinum,jonesjohn@example.com,0,
CUST001055,Christopher,Lowe,63,VA,2025-10-23,Green,ekennedy@example.com,0,
CUST001056,Chelsea,Henderson,42,CO,2024-10-22,Green,sarahroberts@example.org,0,
CUST001057,Wanda,Hawkins,70,MD,2026-01-27,Gold,nathan93@example.org,0,
CUST001058,Lisa,Garrison,56,OH,2023-05-15,Green,pkim@example.org,0,
CUST001059,Michael,Riggs,39,AZ,2021-11-30,Green,jonesdavid@example.org,0,
CUST001060,Crystal,Spears,42,AZ,2025-02-28,Gold,esmith@example.net,0,
CUST001061,Ryan,Johnson,37,TN,2020-11-30,Green,jameschase@example.com,0,
CUST001062,Jason,Banks,24,MI,2022-08-24,Green,amberbaker@example.org,0,
CUST001063,Stephanie,Garner,39,VA,2026-05-05,Green,johnsonkerry@example.net,0,
CUST001064,Stephanie,Johnson,52,WA,2024-12-08,Gold,adickson@example.net,0,
CUST001065,Veronica,Ellison,42,MD,2023-04-29,Gold,cthomas@example.org,1,2025-03-01
CUST001066,Emily,Mccoy,38,MD,2025-09-05,Gold,ashley87@example.org,0,
